biorxiv_doi,preprint_category,preprint_date,published_date,days_to_publication,published_journal,jaccard_similarity,preprint_word_count,published_word_count,year,primary_label,primary_hedging,preprint_primary_type,published_primary_type,s1_label,s1_hedging,s2_label,s2_hedging,source
10.1101/2022.09.20.508757,microbiology,2022-09-21,2023-01-03,104.0,Proceedings of the National Academy of Sciences of the United States of America,0.9149,142,143,2022,minor,unchanged,association,association,major,unchanged,minor,unchanged,full
10.1101/2022.08.22.504790,developmental biology,2022-08-22,2023-01-04,135.0,Peer Community Journal,0.9551,289,291,2022,unchanged,unchanged,null_result,null_result,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.08.12.456155,ecology,2021-08-12,2023-01-03,509.0,African Journal of Ecology,0.5053,281,206,2021,minor,unchanged,descriptive,descriptive,major,strengthened,minor,unchanged,full
10.1101/2022.08.19.504562,neuroscience,2022-08-22,2023-01-03,134.0,The Journal of Neuroscience,0.7466,208,296,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2022.08.07.503111,biochemistry,2022-08-08,2023-01-04,149.0,"Journal of the Royal Society, Interface",0.7115,200,201,2022,unchanged,unchanged,mechanism,mechanism,major,,unchanged,unchanged,full
10.1101/2022.07.12.499749,synthetic biology,2022-07-13,2023-01-03,174.0,Proceedings of the National Academy of Sciences of the United States of America,0.6221,306,181,2022,minor,unchanged,therapeutic,therapeutic,minor,unchanged,unchanged,unchanged,full
10.1101/2022.11.08.515725,microbiology,2022-11-09,2023-01-03,55.0,Emerging microbes & infections,0.949,149,149,2022,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.08.26.505419,cancer biology,2022-08-27,2023-01-04,130.0,NPJ precision oncology,1.0,209,209,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.06.02.494526,immunology,2022-06-04,2023-01-03,213.0,Gut,0.4913,317,253,2022,minor,weakened,applied_implication,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2021.08.27.457974,developmental biology,2021-08-30,2023-01-04,492.0,Nature,0.7032,222,225,2021,minor,unchanged,mechanism,mechanism,minor,unchanged,major,,full
10.1101/2022.01.15.476324,physiology,2022-01-18,2023-01-03,350.0,American journal of physiology. Lung cellular and molecular physiology,0.8148,197,202,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2021.08.12.455804,evolutionary biology,2021-08-15,2023-01-04,507.0,New Phytologist,0.5641,269,199,2021,major,weakened,mechanism,association,major,unchanged,minor,unchanged,full
10.1101/2022.10.07.511267,ecology,2022-10-07,2023-01-03,88.0,Heredity,0.9868,250,250,2022,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.06.07.495170,bioinformatics,2022-06-08,2023-01-04,210.0,BMC bioinformatics,0.7083,154,209,2022,major,strengthened,method,method,minor,unchanged,minor,unchanged,full
10.1101/2021.10.13.464136,biochemistry,2021-10-13,2023-01-02,446.0,Nature structural & molecular biology,0.8556,140,142,2021,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2022.07.05.498914,microbiology,2022-07-06,2023-01-04,182.0,mSystems,0.8785,316,303,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,strengthened,full
10.1101/2022.09.26.509492,physiology,2022-09-27,2023-01-04,99.0,Frontiers in physiology,0.9941,331,331,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2020.09.23.310086,biophysics,2020-09-25,2023-01-04,831.0,Biophysical journal,0.7805,303,220,2020,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.01.31.428997,biochemistry,2021-02-01,2023-01-02,700.0,The Journal of biological chemistry,0.8862,185,168,2021,unchanged,unchanged,method,method,unchanged,unchanged,minor,unchanged,full
10.1101/2022.08.29.505683,biochemistry,2022-08-30,2023-01-04,127.0,Journal of medicinal chemistry,0.9153,156,149,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.03.28.485983,developmental biology,2022-03-29,2023-01-03,280.0,eLife,0.3886,191,198,2022,major,strengthened,descriptive,descriptive,major,strengthened,minor,unchanged,full
10.1101/2022.01.28.478206,cell biology,2022-01-29,2023-01-04,340.0,Proceedings of the National Academy of Sciences of the United States of America,0.8333,168,146,2022,unchanged,unchanged,mechanism,mechanism,minor,weakened,unchanged,unchanged,full
10.1101/2022.01.28.477827,neuroscience,2022-01-28,2023-01-04,341.0,Nature communications,0.9717,157,154,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2022.06.27.497801,evolutionary biology,2022-06-30,2023-01-03,187.0,PLoS computational biology,0.7447,455,300,2022,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,major,unchanged,full
10.1101/2021.10.26.465853,immunology,2021-10-28,2023-01-04,433.0,Proceedings of the National Academy of Sciences of the United States of America,0.8527,224,230,2021,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.10.15.512197,genetics,2022-10-18,2023-01-04,78.0,Frontiers in genetics,0.7338,240,308,2022,major,strengthened,method,method,unchanged,unchanged,major,,full
10.1101/2022.02.14.480386,immunology,2022-02-14,2023-01-03,323.0,"Journal of immunology (Baltimore, Md. : 1950)",0.9067,224,229,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.06.08.495273,immunology,2022-06-10,2023-01-03,207.0,The Journal of Immunology,0.6667,157,192,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,major,,full
10.1101/2021.10.21.465223,neuroscience,2021-10-23,2023-01-04,438.0,The Journal of Neuroscience,0.6854,196,325,2021,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2022.04.12.488032,immunology,2022-04-12,2023-01-03,266.0,"Journal of immunology (Baltimore, Md. : 1950)",0.8929,208,208,2022,minor,unchanged,association,association,minor,unchanged,unchanged,unchanged,full
10.1101/2022.03.11.483825,biochemistry,2022-03-12,2023-01-04,298.0,Proceedings of the National Academy of Sciences of the United States of America,0.8829,170,171,2022,minor,unchanged,mechanism,mechanism,major,unchanged,major,unchanged,full
10.1101/2020.01.29.924498,evolutionary biology,2020-01-29,2023-01-04,1071.0,Proceedings. Biological sciences,0.975,199,198,2020,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.07.06.499025,neuroscience,2022-07-06,2023-01-03,181.0,Science signaling,0.5972,218,188,2022,minor,weakened,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.02.04.479146,biochemistry,2022-02-04,2023-01-04,334.0,Molecular Biology of the Cell,0.1987,224,54,2022,minor,unchanged,descriptive,descriptive,major,,major,,full
10.1101/2022.09.22.509100,cell biology,2022-09-23,2023-01-04,103.0,Molecular Biology of the Cell,0.2519,205,48,2022,minor,strengthened,mechanism,mechanism,major,,major,,full
10.1101/2022.05.02.490367,cell biology,2022-05-03,2023-01-04,246.0,eLife,1.0,118,118,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2021.11.10.468078,ecology,2021-11-13,2023-01-04,417.0,Methods in Ecology and Evolution,0.7174,323,286,2021,minor,unchanged,method,method,minor,unchanged,major,,full
10.1101/2022.05.12.491745,immunology,2022-05-13,2023-01-03,235.0,"Journal of immunology (Baltimore, Md. : 1950)",0.6835,222,148,2022,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.08.01.502321,bioengineering,2022-08-03,2023-01-03,153.0,Bio-Medical Materials and Engineering,0.8812,194,202,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.03.02.482665,synthetic biology,2022-03-02,2023-01-04,308.0,Science advances,0.5656,138,152,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,major,unchanged,full
10.1101/2022.05.19.492253,ecology,2022-05-20,2023-01-03,228.0,PeerJ,0.6793,353,344,2022,minor,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2022.09.12.507687,neuroscience,2022-09-15,2023-01-04,111.0,Journal of Neural Engineering,0.8462,181,181,2022,unchanged,unchanged,therapeutic,therapeutic,minor,unchanged,minor,unchanged,full
10.1101/2022.09.26.509520,genomics,2022-09-27,2023-01-04,99.0,Frontiers in plant science,1.0,191,192,2022,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.11.07.515481,genetics,2022-11-08,2023-01-04,57.0,Genes,0.8514,203,208,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2022.06.24.497484,molecular biology,2022-06-24,2023-01-03,193.0,PloS one,0.9937,252,248,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.08.11.503603,neuroscience,2022-08-15,2023-01-05,143.0,Journal of Neural Engineering,0.8436,270,280,2022,minor,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2022.02.08.479613,bioinformatics,2022-02-10,2023-01-06,330.0,PLoS computational biology,0.8408,393,317,2022,minor,unchanged,method,method,unchanged,unchanged,minor,unchanged,full
10.1101/2022.10.12.511974,neuroscience,2022-10-13,2023-01-06,85.0,The Journal of Neuroscience,0.8246,244,369,2022,minor,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.07.25.453671,bioinformatics,2021-07-26,2023-01-06,529.0,Genome biology,0.5926,107,99,2021,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.09.25.509361,paleontology,2022-09-27,2023-01-05,100.0,"Plants (Basel, Switzerland)",1.0,193,197,2022,unchanged,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2021.11.08.467670,neuroscience,2021-11-10,2023-01-06,422.0,Psychological Science,0.5455,301,168,2021,minor,weakened,association,association,minor,unchanged,minor,unchanged,full
10.1101/2022.08.06.503020,animal behavior and cognition,2022-08-06,2023-01-06,153.0,PLoS computational biology,1.0,322,322,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.10.24.513393,immunology,2022-10-25,2023-01-06,73.0,Frontiers in immunology,0.9688,172,172,2022,minor,strengthened,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.09.01.506291,microbiology,2022-09-02,2023-01-05,125.0,mSphere,0.7803,263,302,2022,minor,unchanged,association,association,minor,unchanged,major,,full
10.1101/2022.04.06.487346,evolutionary biology,2022-04-07,2023-01-05,273.0,Nature ecology & evolution,0.944,157,159,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.01.04.474801,plant biology,2022-01-04,2023-01-05,366.0,Nature communications,1.0,135,135,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.04.01.486705,developmental biology,2022-04-03,2023-01-05,277.0,eLife,0.5849,241,171,2022,minor,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.08.31.506130,bioengineering,2022-09-03,2023-01-05,124.0,Virology,0.9703,150,151,2022,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,minor,unchanged,full
10.1101/2022.05.25.492883,cell biology,2022-05-25,2023-01-06,226.0,British journal of haematology,0.8662,253,259,2022,minor,unchanged,mechanism,mechanism,major,unchanged,major,unchanged,full
10.1101/2022.05.18.492449,neuroscience,2022-05-18,2023-01-06,233.0,PloS one,0.6788,185,259,2022,minor,weakened,descriptive,descriptive,minor,unchanged,unchanged,unchanged,full
10.1101/2022.04.29.489661,cell biology,2022-04-29,2023-01-03,249.0,The EMBO journal,0.8667,144,150,2022,minor,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2022.01.11.475723,neuroscience,2022-01-12,2023-01-06,359.0,Molecular psychiatry,0.9518,258,252,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2022.08.02.502540,genetics,2022-08-04,2023-01-06,155.0,American journal of human genetics,0.9425,125,125,2022,minor,unchanged,method,method,unchanged,unchanged,minor,unchanged,full
10.1101/2022.05.16.492165,systems biology,2022-05-17,2023-01-06,234.0,PloS one,0.9814,267,267,2022,unchanged,unchanged,method,method,unchanged,unchanged,minor,unchanged,full
10.1101/2022.10.07.511252,immunology,2022-10-07,2023-01-06,91.0,Vaccine,0.7034,245,183,2022,unchanged,unchanged,therapeutic,therapeutic,unchanged,unchanged,major,,full
10.1101/2022.10.26.513838,bioinformatics,2022-10-28,2023-01-05,69.0,Animals : an open access journal from MDPI,0.7622,186,209,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.07.27.501743,neuroscience,2022-07-29,2023-01-06,161.0,eLife,0.7455,158,139,2022,minor,weakened,descriptive,descriptive,minor,weakened,minor,weakened,full
10.1101/2023.01.01.522435,evolutionary biology,2023-01-03,2023-01-05,2.0,Computers in biology and medicine,0.9434,267,267,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.02.13.480288,cell biology,2022-02-14,2023-01-05,325.0,Life science alliance,0.8151,236,190,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.02.12.480202,neuroscience,2022-02-13,2023-01-06,327.0,Pain,0.9407,172,179,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.10.12.511941,developmental biology,2022-10-12,2023-01-06,86.0,"Development (Cambridge, England)",0.9633,168,169,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.09.10.507389,biochemistry,2022-09-10,2023-01-05,117.0,Applied and environmental microbiology,0.8984,390,399,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.08.19.504495,biophysics,2022-08-20,2023-01-05,138.0,New Journal of Physics,0.9633,201,203,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.06.07.495147,plant biology,2022-06-07,2023-01-05,212.0,The Plant Journal,0.8803,221,238,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.08.13.503869,microbiology,2022-08-15,2023-01-05,143.0,Microbiology spectrum,0.6209,180,387,2022,minor,unchanged,association,association,major,,minor,unchanged,full
10.1101/2022.04.25.489438,neuroscience,2022-04-28,2023-01-06,253.0,Aging cell,0.958,194,195,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.11.17.516961,neuroscience,2022-11-18,2023-01-06,49.0,Nature communications,1.0,151,151,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.12.12.520150,biochemistry,2022-12-13,2023-01-05,23.0,ACS bio & med chem Au,0.9468,137,138,2022,minor,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.05.06.490953,developmental biology,2022-05-06,2023-01-06,245.0,Diabetes,0.5362,199,200,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2021.09.24.461752,animal behavior and cognition,2021-09-25,2023-01-05,467.0,Cell reports methods,0.7895,185,144,2021,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.10.11.511704,plant biology,2022-10-11,2023-01-06,87.0,New Phytologist,0.9032,199,202,2022,unchanged,unchanged,mechanism,mechanism,major,unchanged,minor,unchanged,full
10.1101/2022.07.13.499837,neuroscience,2022-07-15,2023-01-05,174.0,Journal of cognitive neuroscience,0.9259,250,246,2022,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.08.19.504404,developmental biology,2022-08-22,2023-01-05,136.0,Frontiers in cell and developmental biology,0.9891,291,289,2022,unchanged,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.08.17.504220,bioengineering,2022-08-18,2023-01-05,140.0,Frontiers in photonics,1.0,148,148,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.10.06.511204,biophysics,2022-10-07,2023-01-06,91.0,Scientific reports,0.913,197,181,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.06.20.496834,neuroscience,2022-06-21,2023-01-05,198.0,Journal of Comparative Neurology,0.9925,242,243,2022,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.08.10.503498,systems biology,2022-08-13,2023-01-05,145.0,iScience,1.0,150,150,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.11.09.515750,molecular biology,2022-11-09,2023-01-04,56.0,Cells,0.8443,160,170,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.07.18.500445,neuroscience,2022-07-19,2023-01-05,170.0,Glia,0.8626,249,251,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.12.02.518939,plant biology,2022-12-03,2023-01-05,33.0,New Phytologist,0.881,193,195,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.08.25.505251,neuroscience,2022-08-27,2023-01-06,132.0,eLife,0.8098,278,272,2022,minor,unchanged,association,association,major,strengthened,minor,unchanged,full
10.1101/2022.08.24.505072,biophysics,2022-08-25,2023-01-06,134.0,Biophysical journal,0.9811,181,181,2022,minor,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2022.10.03.510576,bioinformatics,2022-10-05,2023-01-06,93.0,Frontiers in microbiology,0.9524,245,233,2022,minor,unchanged,method,method,unchanged,unchanged,minor,unchanged,full
10.1101/2022.08.29.504976,bioinformatics,2022-08-29,2023-01-06,130.0,"Journal of fungi (Basel, Switzerland)",0.5795,203,228,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2021.09.05.458983,neuroscience,2021-09-06,2023-01-05,486.0,Proceedings of the National Academy of Sciences of the United States of America,0.6398,357,239,2021,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.06.14.496126,neuroscience,2022-06-17,2023-01-05,202.0,Disease models & mechanisms,0.8641,148,149,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2021.12.06.471525,biochemistry,2021-12-08,2023-01-06,394.0,PloS one,0.877,185,171,2021,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.09.23.509213,cell biology,2022-09-26,2023-01-05,101.0,JCI insight,0.7384,249,200,2022,minor,unchanged,therapeutic,therapeutic,minor,unchanged,minor,unchanged,full
10.1101/2021.11.16.468798,neuroscience,2021-11-19,2023-01-05,412.0,The Journal of Neuroscience,0.7892,334,339,2021,major,strengthened,association,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.03.15.484524,biophysics,2022-03-16,2023-01-05,295.0,PLoS genetics,0.94,169,166,2022,unchanged,unchanged,method,method,minor,unchanged,unchanged,unchanged,full
10.1101/2022.09.21.508953,bioinformatics,2022-09-22,2023-01-05,105.0,International journal of molecular sciences,0.931,214,217,2022,minor,unchanged,method,method,unchanged,unchanged,major,unchanged,full
10.1101/2022.03.07.483220,genetics,2022-03-08,2023-01-06,304.0,Heliyon,0.879,244,254,2022,unchanged,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2022.06.16.496495,microbiology,2022-06-17,2023-01-05,202.0,PloS one,0.8764,290,293,2022,unchanged,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2022.09.27.509763,neuroscience,2022-09-28,2023-01-06,100.0,Frontiers in cellular neuroscience,0.9685,199,200,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2022.09.12.507616,cancer biology,2022-09-14,2023-01-02,110.0,Cell death discovery,0.9408,235,240,2022,minor,unchanged,therapeutic,therapeutic,minor,unchanged,minor,unchanged,full
10.1101/2022.11.21.517333,biochemistry,2022-11-21,2023-01-05,45.0,"Life (Basel, Switzerland)",0.8696,162,156,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.10.11.511837,neuroscience,2022-10-13,2023-01-06,85.0,Current biology : CB,0.9248,208,208,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2021.05.11.443554,animal behavior and cognition,2021-05-11,2023-01-05,604.0,PloS one,0.8609,244,249,2021,unchanged,unchanged,method,method,unchanged,unchanged,major,,full
10.1101/2021.12.13.472358,genetics,2021-12-13,2023-01-06,389.0,PLoS genetics,0.4269,423,295,2021,minor,unchanged,descriptive,descriptive,major,weakened,unchanged,unchanged,full
10.1101/2021.01.12.426397,pharmacology and toxicology,2021-01-13,2023-01-05,722.0,JACC. Basic to translational science,0.2159,296,81,2021,minor,weakened,mechanism,mechanism,major,,major,,full
10.1101/2022.01.07.475458,bioengineering,2022-01-10,2023-01-05,360.0,PloS one,0.8602,381,342,2022,minor,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.06.15.496110,developmental biology,2022-06-17,2023-01-06,203.0,"Development (Cambridge, England)",0.8966,202,173,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.09.13.507874,microbiology,2022-09-15,2023-01-05,112.0,Applied and environmental microbiology,0.9587,379,385,2022,minor,unchanged,association,association,minor,unchanged,unchanged,unchanged,full
10.1101/2020.03.26.010330,genetics,2020-03-26,2023-01-06,1016.0,Frontiers in molecular neuroscience,0.408,178,215,2020,major,weakened,descriptive,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2021.11.24.469815,neuroscience,2021-11-25,2023-01-05,406.0,PLoS computational biology,0.5403,430,209,2021,unchanged,unchanged,method,method,major,unchanged,unchanged,unchanged,full
10.1101/2022.06.24.497500,bioinformatics,2022-06-28,2023-01-06,192.0,PLoS computational biology,0.983,351,354,2022,unchanged,unchanged,descriptive,descriptive,major,unchanged,major,unchanged,full
10.1101/2022.09.02.506367,genetics,2022-09-02,2023-01-06,126.0,PLoS genetics,1.0,211,212,2022,minor,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.06.15.448536,developmental biology,2021-06-16,2023-01-05,568.0,Frontiers in Urology,0.517,265,237,2021,minor,weakened,descriptive,descriptive,minor,strengthened,minor,unchanged,full
10.1101/2022.10.30.512477,cancer biology,2022-11-02,2023-01-05,64.0,Clinical Cancer Research,0.6898,378,235,2022,minor,strengthened,association,association,unchanged,unchanged,minor,unchanged,full
10.1101/2021.07.14.452325,neuroscience,2021-07-14,2023-01-05,540.0,PLoS biology,0.9683,182,189,2021,minor,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2022.10.31.514579,physiology,2022-11-01,2023-01-05,65.0,American journal of physiology. Renal physiology,0.791,173,227,2022,major,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2022.08.19.504518,biophysics,2022-08-19,2023-01-06,140.0,Journal of chemical theory and computation,0.98,138,138,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.04.08.439040,molecular biology,2021-04-10,2023-01-06,636.0,Aging,0.9882,136,134,2021,minor,unchanged,descriptive,descriptive,unchanged,unchanged,minor,unchanged,full
10.1101/2022.10.23.513402,neuroscience,2022-10-24,2023-01-06,74.0,eLife,0.8952,136,156,2022,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.09.08.507205,neuroscience,2022-09-10,2023-01-06,118.0,The Journal of Neuroscience,0.8409,353,362,2022,minor,weakened,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2021.09.04.458970,cancer biology,2021-09-06,2023-01-05,486.0,Blood,0.6327,175,195,2021,minor,weakened,association,association,minor,unchanged,minor,unchanged,full
10.1101/2022.09.13.507764,microbiology,2022-09-13,2023-01-05,114.0,Applied and environmental microbiology,0.5229,69,173,2022,unchanged,unchanged,method,method,major,,major,,full
10.1101/2022.11.28.518142,cancer biology,2022-11-28,2023-01-05,38.0,"Neoplasia (New York, N.Y.)",0.9883,257,257,2022,minor,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.10.10.511612,molecular biology,2022-10-10,2023-01-05,87.0,Journal of the American Chemical Society,0.9562,197,196,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.08.31.506057,molecular biology,2022-08-31,2023-01-05,127.0,Antimicrobial agents and chemotherapy,0.9657,256,259,2022,unchanged,unchanged,descriptive,descriptive,minor,unchanged,unchanged,unchanged,full
10.1101/2022.06.27.497850,genetics,2022-06-29,2023-01-05,190.0,American journal of human genetics,0.6923,322,245,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.09.13.507736,plant biology,2022-09-15,2023-01-06,113.0,PLoS genetics,0.7716,397,258,2022,minor,unchanged,mechanism,mechanism,unchanged,unchanged,major,weakened,full
10.1101/2022.06.20.496650,neuroscience,2022-06-21,2023-01-05,198.0,Neuromodulation : journal of the International Neuromodulation Society,0.7222,275,365,2022,unchanged,unchanged,null_result,null_result,unchanged,unchanged,minor,unchanged,full
10.1101/2022.06.29.498123,physiology,2022-07-02,2023-01-06,188.0,Journal of Bone and Mineral Research,0.7543,261,309,2022,unchanged,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2022.09.27.509665,biophysics,2022-09-28,2023-01-06,100.0,Biophysical journal,0.7853,312,203,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.08.16.456546,neuroscience,2021-08-17,2023-01-05,506.0,Scientific reports,0.9514,202,199,2021,unchanged,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.09.22.509002,neuroscience,2022-09-23,2023-01-05,104.0,NeuroImage,0.8901,300,320,2022,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.06.04.494801,biophysics,2022-06-05,2023-01-02,211.0,Scientific reports,0.9324,102,97,2022,unchanged,unchanged,method,method,unchanged,unchanged,,,full
10.1101/2022.11.13.516300,biochemistry,2022-11-13,2023-01-06,54.0,Frontiers in molecular biosciences,0.8515,168,145,2022,unchanged,unchanged,mechanism,mechanism,major,,major,,full
10.1101/2021.12.30.474193,neuroscience,2022-01-01,2023-01-05,369.0,The Journal of Neuroscience,0.4225,420,375,2022,minor,unchanged,mechanism,mechanism,minor,strengthened,minor,unchanged,full
10.1101/2022.07.28.501950,microbiology,2022-07-30,2023-01-05,159.0,Journal of clinical microbiology,0.8345,210,230,2022,minor,unchanged,method,method,minor,unchanged,minor,weakened,full
10.1101/2021.10.06.463318,neuroscience,2021-10-07,2023-01-05,455.0,The Journal of Neuroscience,0.6795,166,269,2021,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2022.12.01.518732,neuroscience,2022-12-01,2023-01-05,35.0,Journal of neuroscience methods,0.9357,250,246,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.03.10.483726,evolutionary biology,2022-03-10,2023-01-06,302.0,Computers in biology and medicine,0.8512,202,174,2022,minor,unchanged,association,association,minor,unchanged,minor,unchanged,full
